en_query	cs_query	en_parse	cs_parse	domain
Make an alarm for tomorrow evening .	tomorrow evening ke liye ek alarm banayen .	[IN:CREATE_ALARM Make an alarm [SL:DATE_TIME for tomorrow evening ] . ]	[IN:CREATE_ALARM [SL:DATE_TIME tomorrow evening ke liye ] ek alarm banayen . ]	alarm
how many hours until for 6 am alarm	6 am ka alarm bajne ke liye kitne ghante he	[IN:GET_ALARM how many hours [SL:ALARM_NAME [IN:GET_TIME [SL:DATE_TIME until for 6 am ] ] ] alarm ]	[IN:GET_ALARM [SL:ALARM_NAME [IN:GET_TIME [SL:DATE_TIME 6 am ] ] ] ka alarm bajne ke liye kitne ghante he ]	alarm
Flying time from Oklahoma City to Dallas	Oklahoma City se Dallas ka Flying time kya hai	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL Flying ] time from [SL:SOURCE Oklahoma City ] to [SL:DESTINATION Dallas ] ]	[IN:GET_ESTIMATED_DURATION [SL:SOURCE Oklahoma City ] se [SL:DESTINATION Dallas ] ka [SL:METHOD_TRAVEL Flying ] time kya hai ]	navigation
Say Hi to Fen	Fen ko Hi bolen	[IN:SEND_MESSAGE Say [SL:CONTENT_EXACT Hi ] to [SL:RECIPIENT Fen ] ]	[IN:SEND_MESSAGE [SL:RECIPIENT Fen ] ko [SL:CONTENT_EXACT Hi ] bolen ]	messaging
i want to hear 101 . 5 on iheartradio	Mai iheartradio par 101 . 5 sunna chahta hu	[IN:PLAY_MUSIC i want to hear [SL:MUSIC_RADIO_ID 101 . 5 ] on [SL:MUSIC_PROVIDER_NAME iheartradio ] ]	[IN:PLAY_MUSIC Mai [SL:MUSIC_PROVIDER_NAME iheartradio ] par [SL:MUSIC_RADIO_ID 101 . 5 ] sunna chahta hu ]	music
how far is chicago from milwaukee	Milwaukee se Chicago kitni door he	[IN:GET_DISTANCE how far is [SL:DESTINATION chicago ] from [SL:SOURCE milwaukee ] ]	[IN:GET_DISTANCE [SL:SOURCE Milwaukee ] se [SL:DESTINATION Chicago ] kitni door he ]	navigation
On Sunday the 8th , move the wakeup alarm to 7 am	On Sunday the 8th , wakeup alarm ko move karen to 7 am	[IN:UPDATE_ALARM [SL:DATE_TIME On Sunday the 8th ] , move the [SL:ALARM_NAME wakeup ] alarm [SL:DATE_TIME to 7 am ] ]	[IN:UPDATE_ALARM [SL:DATE_TIME On Sunday the 8th ] , [SL:ALARM_NAME wakeup ] alarm ko move karen [SL:DATE_TIME to 7 am ] ]	alarm
Please , initiate an alarm for 8 am for 7 days .	please , 7 dino ke liye subah 8 bajhe ke liye alarm shuru kare	[IN:CREATE_ALARM Please , initiate an alarm [SL:DATE_TIME_RECURRING for 8 am ] [SL:DURATION for 7 days ] . ]	[IN:CREATE_ALARM please , [SL:DURATION 7 dino ke liye ] [SL:DATE_TIME_RECURRING subah 8 bajhe ke liye ] alarm shuru kare ]	alarm
Let Scott know via text that I will be 15 min . late to the pool	Scott ko text ke zariya bataiye ki mai pool mein 15 min der se pahuchunga	[IN:SEND_MESSAGE Let [SL:RECIPIENT Scott ] know via text that [SL:CONTENT_EXACT I will be 15 min . late to the pool ] ]	[IN:SEND_MESSAGE [SL:RECIPIENT Scott ] ko text ke zariya bataiye ki [SL:CONTENT_EXACT mai pool mein 15 min der se pahuchunga ] ]	messaging
remind me of a lunch on sunday at 2 pm	mujhe sunday 2 pm ko lunch ke liye yaad dilaayen	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] of [SL:TODO a lunch ] [SL:DATE_TIME on sunday at 2 pm ] ]	[IN:CREATE_REMINDER [SL:PERSON_REMINDED mujhe ] [SL:DATE_TIME sunday 2 pm ko ] [SL:TODO lunch ] ke liye yaad dilaayen ]	reminder
remind me the last day to use the coupon for dinner is the last day of the month	Muje remind karaye ki the last day to use the coupon for dinner is the last day of the month	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] [SL:TODO the last day to use the coupon for dinner is ] [SL:DATE_TIME the last day of the month ] ]	[IN:CREATE_REMINDER [SL:PERSON_REMINDED Muje ] remind karaye ki [SL:TODO the last day to use the coupon for dinner is ] [SL:DATE_TIME the last day of the month ] ]	reminder
Add 30 seconds	30 seconds ko add kare	[IN:ADD_TIME_TIMER Add [SL:DATE_TIME 30 seconds ] ]	[IN:ADD_TIME_TIMER [SL:DATE_TIME 30 seconds ] ko add kare ]	timer
is there traffic going to yankee stadium	kya yankee stadium jaate samay traffic hai	[IN:GET_INFO_TRAFFIC is there traffic going to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP yankee stadium ] ] ] ]	[IN:GET_INFO_TRAFFIC kya [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP yankee stadium ] ] ] jaate samay traffic hai ]	navigation
Describe the weather for this Friday , 5 PM .	Is friday sham 5 bajhe ka mausam bataiye	[IN:GET_WEATHER Describe the weather [SL:DATE_TIME for this Friday , 5 PM ] . ]	[IN:GET_WEATHER [SL:DATE_TIME Is friday sham 5 bajhe ] ka mausam bataiye ]	weather
turn on my alarm	Mera alarm chalu kare	[IN:CREATE_ALARM turn on my alarm ]	[IN:CREATE_ALARM Mera alarm chalu kare ]	alarm
When is the lowest UV Index today ?	Aaj lowest UV index kab hoga ?	[IN:GET_WEATHER When is the [SL:WEATHER_ATTRIBUTE lowest UV Index ] [SL:DATE_TIME today ] ? ]	[IN:GET_WEATHER [SL:DATE_TIME Aaj ] [SL:WEATHER_ATTRIBUTE lowest UV index ] kab hoga ? ]	weather
What does my alarm list look like ?	meri alarm list kaisi dikhti hai ?	[IN:GET_ALARM What does my alarm list look like ? ]	[IN:GET_ALARM meri alarm list kaisi dikhti hai ? ]	alarm
I wanna see all my reminders for the weekend .	mujhe mere weekend ke saarey reminders dekhne hai	[IN:GET_REMINDER I wanna [SL:METHOD_RETRIEVAL_REMINDER see ] [SL:AMOUNT all ] [SL:PERSON_REMINDED my ] reminders [SL:DATE_TIME for the weekend ] . ]	[IN:GET_REMINDER mujhe [SL:PERSON_REMINDED mere ] [SL:DATE_TIME weekend ] ke [SL:AMOUNT saarey ] reminders [SL:METHOD_RETRIEVAL_REMINDER dekhne ] hai ]	reminder
Send a message to Ms Davis that Joey will be late	Ms Davis ko message kariye aur boliye ki Joey late hojayega	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT Ms Davis ] that [SL:CONTENT_EXACT Joey will be late ] ]	[IN:SEND_MESSAGE [SL:RECIPIENT Ms Davis ] ko message kariye aur boliye ki [SL:CONTENT_EXACT Joey late hojayega ] ]	messaging
Are the airlines shut down due to weather	kya mausam ki wajah se airlines band hai	[IN:GET_INFO_ROAD_CONDITION Are the [SL:METHOD_TRAVEL airlines ] shut down due to [SL:ROAD_CONDITION weather ] ]	[IN:GET_INFO_ROAD_CONDITION kya [SL:ROAD_CONDITION mausam ] ki wajah se [SL:METHOD_TRAVEL airlines ] band hai ]	navigation
Delete all alarms .	saare alarms ko nikaal do	[IN:DELETE_ALARM Delete [SL:AMOUNT all ] alarms . ]	[IN:DELETE_ALARM [SL:AMOUNT saare ] alarms ko nikaal do ]	alarm
Create an alarm for Monday at 6 : 00 am for 6 weeks .	6 weeks liye Monday 6:00 am ka ek alarm create karen	[IN:CREATE_ALARM Create an alarm [SL:DATE_TIME for Monday at 6 : 00 am ] [SL:DURATION for 6 weeks ] . ]	[IN:CREATE_ALARM [SL:DURATION 6 weeks liye ] [SL:DATE_TIME Monday 6:00 am ka ] ek alarm create karen ]	alarm
send me a reminder notification 1 hour before my flight	Muje reminder notification send kare 1 hour before my flight	[IN:CREATE_REMINDER send [SL:PERSON_REMINDED me ] a reminder notification [SL:DATE_TIME 1 hour before ] [SL:TODO my flight ] ]	[IN:CREATE_REMINDER [SL:PERSON_REMINDED Muje reminder notification send kare 1 hour before ] [SL:TODO my flight ] ]	reminder
What ' s happening in Memphis tonight	Memphis mei aj raat kya hone wala hai	[IN:GET_EVENT What ' s happening in [SL:LOCATION Memphis ] [SL:DATE_TIME tonight ] ]	[IN:GET_EVENT [SL:LOCATION Memphis ] mei [SL:DATE_TIME aj raat ] kya hone wala hai ]	event
please make a new video message for my father	please mere father ke liye ek naya video message banayen	[IN:SEND_MESSAGE please make a new [SL:TYPE_CONTENT video ] message for [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION father ] ] ] ]	[IN:SEND_MESSAGE please [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED mere ] [SL:TYPE_RELATION father ] ] ] ke liye ek naya [SL:TYPE_CONTENT video ] message banayen ]	messaging
Tell Bill we can meet for drinks after work this Wednesday .	Bill ko boliye ki hum dono is wednesday work ke baad drinks par milsakte hai	[IN:SEND_MESSAGE Tell [SL:RECIPIENT Bill ] [SL:CONTENT_EXACT we can meet for drinks after work this Wednesday ] . ]	[IN:SEND_MESSAGE [SL:RECIPIENT Bill ] ko boliye ki [SL:CONTENT_EXACT hum dono is wednesday work ke baad drinks par milsakte hai ] ]	messaging
Text my Brothers that the movie starts at 7 pm on Friday night .	Mere brothers ko text kare ki the movie starts at 7 pm on Friday night .	[IN:SEND_MESSAGE Text [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION Brothers ] ] ] that [SL:CONTENT_EXACT the movie starts at 7 pm on Friday night ] . ]	[IN:SEND_MESSAGE [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED Mere ] [SL:TYPE_RELATION brothers ] ] ] ko text kare ki [SL:CONTENT_EXACT the movie starts at 7 pm on Friday night ] . ]	messaging
Can you tell me the weather in Ukraine , please	kya mujhe aap Ukraine ka mausam batasakte hai , please	[IN:GET_WEATHER Can you tell me the weather in [SL:LOCATION Ukraine ] , please ]	[IN:GET_WEATHER kya mujhe aap [SL:LOCATION Ukraine ] ka mausam batasakte hai , please ]	weather
show all alarms in my phone	mere phone ke saarey alarms bataiye	[IN:GET_ALARM show [SL:AMOUNT all ] alarms in my phone ]	[IN:GET_ALARM mere phone ke [SL:AMOUNT saarey ] alarms bataiye ]	alarm
When will be a good time to walk my dogs outside today ?	Aaj bahar mere dogs ko walk pe leke jane ka good time kab hoga ?	[IN:GET_WEATHER When will be a good time to walk my dogs outside [SL:DATE_TIME today ] ? ]	[IN:GET_WEATHER [SL:DATE_TIME Aaj ] bahar mere dogs ko walk pe leke jane ka good time kab hoga ? ]	weather
How long is the ride to the grocery store	grocery store tak ride karne mein kitni der lagegi	[IN:GET_ESTIMATED_DURATION How long is the ride to [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the grocery store ] ] ] ]	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION grocery store ] ] ] tak ride karne mein kitni der lagegi ]	navigation
can i make it to mark ' s house in 15 minutes	kya mai 15 minute mein mark ke ghar pahunch sakta hoon	[IN:GET_ESTIMATED_ARRIVAL can i make it to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT mark ] ' s house ] ] [SL:DATE_TIME_ARRIVAL in 15 minutes ] ]	[IN:GET_ESTIMATED_ARRIVAL kya mai [SL:DATE_TIME_ARRIVAL 15 minute mein ] [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT mark ] ] ] ke ghar pahunch sakta hoon ]	navigation
What will the temperature be today ?	Aaj ka temperature kya hoga ?	[IN:GET_WEATHER What will the temperature be [SL:DATE_TIME today ] ? ]	[IN:GET_WEATHER [SL:DATE_TIME Aaj ] ka temperature kya hoga ? ]	weather
kid friendly concerts	Bacchon ke liye concerts	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT kid friendly ] [SL:CATEGORY_EVENT concerts ] ]	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT Bacchon ke liye ] [SL:CATEGORY_EVENT concerts ] ]	event
How long is this traffic congestion	Ye traffic congestion kab tak he	[IN:GET_INFO_TRAFFIC How long is this traffic congestion ]	[IN:GET_INFO_TRAFFIC Ye traffic congestion kab tak he ]	navigation
compose a new SMS as follows , LPG and send to five one two eight .	ek new SMS ko compose kare , likhe LPG aur use five one two eight par send kare	[IN:SEND_MESSAGE compose a new SMS as follows , [SL:CONTENT_EXACT LPG ] and send to five one two eight . ]	[IN:SEND_MESSAGE ek new SMS ko compose kare , likhe [SL:CONTENT_EXACT LPG ] aur use five one two eight par send kare ]	messaging
add 10 minutes to my current timer	Mere current timer me 10 minutes add kare	[IN:ADD_TIME_TIMER add [SL:DATE_TIME 10 minutes ] to my current [SL:METHOD_TIMER timer ] ]	[IN:ADD_TIME_TIMER Mere current [SL:METHOD_TIMER timer ] me [SL:DATE_TIME 10 minutes ] add kare ]	timer
Will it be below 47 degrees C here today	Kya aaj yaha 47 degrees C se niche hoga	[IN:GET_WEATHER Will it be [SL:WEATHER_ATTRIBUTE below ] [SL:WEATHER_ATTRIBUTE 47 ] degrees [SL:WEATHER_TEMPERATURE_UNIT C ] [SL:LOCATION here ] [SL:DATE_TIME today ] ]	[IN:GET_WEATHER Kya [SL:DATE_TIME aaj ] [SL:LOCATION yaha ] [SL:WEATHER_ATTRIBUTE 47 ] degrees [SL:WEATHER_TEMPERATURE_UNIT C ] se [SL:WEATHER_ATTRIBUTE niche ] hoga ]	weather
Is there construction on 37	Kya 37 par construction chal raha he	[IN:GET_INFO_TRAFFIC Is there construction on [SL:LOCATION 37 ] ]	[IN:GET_INFO_TRAFFIC Kya [SL:LOCATION 37 ] par construction chal raha he ]	navigation
Delete all alarms	saarey alarms delete kardo	[IN:DELETE_ALARM Delete [SL:AMOUNT all ] alarms ]	[IN:DELETE_ALARM [SL:AMOUNT saarey ] alarms delete kardo ]	alarm
what to do this weekend	Is weekend par kya kare	[IN:GET_EVENT what to do [SL:DATE_TIME this weekend ] ]	[IN:GET_EVENT [SL:DATE_TIME Is weekend ] par kya kare ]	event
Send a message asking Ian if he locked the door .	Ian ko message send karo aur pucho if he locked the door .	[IN:SEND_MESSAGE Send a message asking [SL:RECIPIENT Ian ] if [SL:CONTENT_EXACT he locked the door ] . ]	[IN:SEND_MESSAGE [SL:RECIPIENT Ian ] ko message send karo aur pucho [SL:CONTENT_EXACT if he locked the door ] . ]	messaging
Play the previous song	pichla gaana bajao	[IN:PREVIOUS_TRACK_MUSIC Play the [SL:ORDINAL previous ] [SL:MUSIC_TYPE song ] ]	[IN:PREVIOUS_TRACK_MUSIC [SL:ORDINAL pichla ] [SL:MUSIC_TYPE gaana ] bajao ]	music
Do an alarm for 8 am on weekends .	Ek alarm banaye for 8 am on weekends .	[IN:CREATE_ALARM Do an alarm [SL:DATE_TIME_RECURRING for 8 am on weekends ] . ]	[IN:CREATE_ALARM Ek alarm banaye [SL:DATE_TIME_RECURRING for 8 am on weekends ] . ]	alarm
Im headed to the office are there any lane closures ?	mai office jaa raha hoon kya koi lane band hai ?	[IN:UNSUPPORTED_NAVIGATION Im headed to the office are there any lane closures ? ]	[IN:UNSUPPORTED_NAVIGATION mai office jaa raha hoon kya koi lane band hai ? ]	navigation
Text Aunt Brenda	Aunt Brenda ko text karo	[IN:SEND_MESSAGE Text [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION Aunt ] [SL:CONTACT Brenda ] ] ] ]	[IN:SEND_MESSAGE [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION Aunt ] [SL:CONTACT Brenda ] ] ] ko text karo ]	messaging
Cancel the current timer please .	please current timer ko cancel kardo	[IN:DELETE_TIMER Cancel the current [SL:METHOD_TIMER timer ] please . ]	[IN:DELETE_TIMER please current [SL:METHOD_TIMER timer ] ko cancel kardo ]	timer
What ' s the weather like in Limpopo ?	Limpopo me mausam kaisa hai ?	[IN:GET_WEATHER What ' s the weather like in [SL:LOCATION Limpopo ] ? ]	[IN:GET_WEATHER [SL:LOCATION Limpopo ] me mausam kaisa hai ? ]	weather
iMessage Stephanie I can bring cups to the party	iMessage Stephanie I can bring cups to the party	[IN:SEND_MESSAGE [SL:RESOURCE iMessage ] [SL:RECIPIENT Stephanie ] [SL:CONTENT_EXACT I can bring cups to the party ] ]	[IN:SEND_MESSAGE [SL:RESOURCE iMessage ] [SL:RECIPIENT Stephanie ] [SL:CONTENT_EXACT I can bring cups to the party ] ]	messaging
Set a reminder for the triplets open house on 8 / 27 from 8 - 10 AM	8/27 ko 8 - 10 AM tak triplets open house ke liye reminder ko set karen	[IN:CREATE_REMINDER Set a reminder for [SL:TODO the triplets open house ] [SL:DATE_TIME on 8 / 27 from 8 - 10 AM ] ]	[IN:CREATE_REMINDER [SL:DATE_TIME 8/27 ko 8 - 10 AM tak ] [SL:TODO triplets open house ke liye ] reminder ko set karen ]	reminder
erase all alarms	saarey alarms hatado	[IN:DELETE_ALARM erase [SL:AMOUNT all ] alarms ]	[IN:DELETE_ALARM [SL:AMOUNT saarey ] alarms hatado ]	alarm
Tell my cousin that the VFW group in Central Michigan is accepting members	mere cousin ko bataiye ki Central Michigan mei VFW group members ko accept kar raha hai	[IN:SEND_MESSAGE Tell [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION cousin ] ] ] that [SL:CONTENT_EXACT the VFW group in Central Michigan is accepting members ] ]	[IN:SEND_MESSAGE [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED mere ] [SL:TYPE_RELATION cousin ] ] ] ko bataiye ki [SL:CONTENT_EXACT Central Michigan mei VFW group members ko accept kar raha hai ] ]	messaging
Driving time for Phoenix to LA	Phoenix se LA tak jane ke liye driving time kitna lagega	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL Driving ] time for [SL:SOURCE Phoenix ] to [SL:DESTINATION LA ] ]	[IN:GET_ESTIMATED_DURATION [SL:SOURCE Phoenix ] se [SL:DESTINATION LA ] tak jane ke liye [SL:METHOD_TRAVEL driving ] time kitna lagega ]	navigation
What is the temperature overnight for the next 5 nights	agle 5 nights ke liye raat ka temperature kya hai	[IN:GET_WEATHER What is the temperature [SL:DATE_TIME overnight for the next 5 nights ] ]	[IN:GET_WEATHER [SL:DATE_TIME agle 5 nights ke liye raat ka ] temperature kya hai ]	weather
Message Mom and tell her I ' m leaving in 5 .	Mom ko message karo aur bolo ki I ' m leaving in 5	[IN:SEND_MESSAGE Message [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION Mom ] ] ] and tell her [SL:CONTENT_EXACT I ' m leaving in 5 ] . ]	[IN:SEND_MESSAGE [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION Mom ] ] ] ko message karo aur bolo ki [SL:CONTENT_EXACT I ' m leaving in 5 ] ]	messaging
set an alarm for 920	920 ke liye alarm ko set karen	[IN:CREATE_ALARM set an alarm [SL:DATE_TIME for 920 ] ]	[IN:CREATE_ALARM [SL:DATE_TIME 920 ke liye ] alarm ko set karen ]	alarm
Are there any thunderstorms in the forecast for union city today ?	Kya aaj union city ke forecast me thunderstorms he ?	[IN:GET_WEATHER Are there any [SL:WEATHER_ATTRIBUTE thunderstorms ] in the forecast for [SL:LOCATION union city ] [SL:DATE_TIME today ] ? ]	[IN:GET_WEATHER Kya [SL:DATE_TIME aaj ] [SL:LOCATION union city ] ke forecast me [SL:WEATHER_ATTRIBUTE thunderstorms ] he ? ]	weather
Current rock bands	ab ke rock bands	[IN:PLAY_MUSIC Current [SL:MUSIC_GENRE rock ] [SL:MUSIC_TYPE bands ] ]	[IN:PLAY_MUSIC ab ke [SL:MUSIC_GENRE rock ] [SL:MUSIC_TYPE bands ] ]	music
directions to target in McDounough avoiding highways and construction	McDounough mein target ke directions highways aur construction ko avoid karte huye	[IN:GET_DIRECTIONS directions to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP target ] in [SL:LOCATION_MODIFIER McDounough ] ] ] avoiding [SL:PATH_AVOID highways ] and [SL:OBSTRUCTION_AVOID construction ] ]	[IN:GET_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER McDounough ] mein [SL:POINT_ON_MAP target ] ] ] ke directions [SL:PATH_AVOID highways ] aur [SL:OBSTRUCTION_AVOID construction ] ko avoid karte huye ]	navigation
Set a reminder for 10 am tomorrow	Kal subah 10 bajeke liye reminder set kare	[IN:CREATE_REMINDER Set a reminder [SL:DATE_TIME for 10 am tomorrow ] ]	[IN:CREATE_REMINDER [SL:DATE_TIME Kal subah 10 bajeke ] liye reminder set kare ]	reminder
Set a 7 AM reminder to listen to something Inspirational to start the day	7 AM ka reminder set karen kuch inspirational sunne ke liye jisse din ki shuruaat ho	[IN:CREATE_REMINDER Set a [SL:DATE_TIME 7 AM ] reminder to [SL:TODO listen to something Inspirational to start the day ] ]	[IN:CREATE_REMINDER [SL:DATE_TIME 7 AM ] ka reminder set karen [SL:TODO kuch inspirational sunne ke liye jisse din ki shuruaat ho ] ]	reminder
how many miles is it from paris to versailles	Paris se versailles tak kitne miles he	[IN:GET_DISTANCE how many [SL:UNIT_DISTANCE miles ] is it from [SL:SOURCE paris ] to [SL:DESTINATION versailles ] ]	[IN:GET_DISTANCE [SL:SOURCE Paris ] se [SL:DESTINATION versailles ] tak kitne [SL:UNIT_DISTANCE miles ] he ]	navigation
New alarms , Monday , 8 am , 8 . 10am .	Monday ke liye naye alarms , 8 am , 8:10pm .	[IN:CREATE_ALARM New alarms , [SL:DATE_TIME Monday , 8 am , 8 . 10am ] . ]	[IN:CREATE_ALARM Monday ke liye naye alarms , [SL:DATE_TIME 8 am , 8:10pm ] . ]	alarm
can you give me the weather ?	kya tum mujhe mausam bata sakte ho ?	[IN:GET_WEATHER can you give me the weather ? ]	[IN:GET_WEATHER kya tum mujhe mausam bata sakte ho ? ]	weather
Play country music	country music play kariye	[IN:PLAY_MUSIC Play [SL:MUSIC_GENRE country ] [SL:MUSIC_TYPE music ] ]	[IN:PLAY_MUSIC [SL:MUSIC_GENRE country ] [SL:MUSIC_TYPE music ] play kariye ]	music
Is traffic bad in LA right now	kya LA mein is waqt traffic kharab hai	[IN:GET_INFO_TRAFFIC Is traffic bad in [SL:LOCATION LA ] [SL:DATE_TIME right now ] ]	[IN:GET_INFO_TRAFFIC kya [SL:LOCATION LA ] mein [SL:DATE_TIME is waqt ] traffic kharab hai ]	navigation
How hot is it tomorrow ?	kal kitna hot hone wala hai ?	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] is it [SL:DATE_TIME tomorrow ] ? ]	[IN:GET_WEATHER [SL:DATE_TIME kal ] kitna [SL:WEATHER_ATTRIBUTE hot ] hone wala hai ? ]	weather
Will spring come early next year	Kya aagle saal spring jaldi aayega	[IN:UNSUPPORTED_WEATHER Will [SL:WEATHER_ATTRIBUTE spring ] come early [SL:DATE_TIME next year ] ]	[IN:UNSUPPORTED_WEATHER Kya [SL:DATE_TIME aagle saal ] [SL:WEATHER_ATTRIBUTE spring ] jaldi aayega ]	weather
show all alarms	Sabhi alarms dikhaiye	[IN:GET_ALARM show [SL:AMOUNT all ] alarms ]	[IN:GET_ALARM [SL:AMOUNT Sabhi ] alarms dikhaiye ]	alarm
cancel my timer	mera timer cancel kar do	[IN:DELETE_TIMER cancel my [SL:METHOD_TIMER timer ] ]	[IN:DELETE_TIMER mera [SL:METHOD_TIMER timer ] cancel kar do ]	timer
What reminders do I have for my dog and does she have a vet appointment reminder ?	Mere pas mere dog ke konse reminders he aur kya uske paas vet appointment ka reminder he ?	[IN:GET_REMINDER What reminders do [SL:PERSON_REMINDED I ] have for [SL:TODO my dog ] and does she have a [SL:TODO vet appointment ] reminder ? ]	[IN:GET_REMINDER [SL:PERSON_REMINDED Mere ] pas [SL:TODO mere dog ] ke konse reminders he aur kya uske paas [SL:TODO vet appointment ] ka reminder he ? ]	reminder
